Case_ID,Location_City,Location_State,Urban_Specific,Date_of_Marriage,Date_of_Separation,Date_of_Divorce,Duration_of_Marriage_Years,Divorce_Reason,Counseling_Attempted,Mediation_Used,Solution_Adopted,Process_Status,Legal_Process_Duration_Months,Children_Custody,Child_Support,Number_of_Children,Work_Life_Stress,Social_Media_Influence,Support_Network,COVID_Impact,Repeat_Marriage,Age_At_Marriage_Wife,Age_At_Marriage_Husband
462,Noida,Uttar Pradesh,TRUE,2011-04-17,2015-02-26,,14.2,Unrealistic Expectations,Yes,No,Reconciliation,Reconciled,11,NA,Yes,2,Low,Yes,None,Yes,No,25,25
463,Pune,Maharashtra,TRUE,2016-06-30,2025-03-29,,9.0,Career Prioritization,Yes,No,Reconciliation,Pending,18,NA,Yes,1,Low,Yes,None,No,No,24,26
464,Kolkata,West Bengal,TRUE,2018-12-19,,,6.5,Career Prioritization,No,Yes,Mediation,Settled,6,NA,No,0,Low,No,None,No,No,31,36
465,Gurgaon,Haryana,TRUE,2015-01-18,2020-01-09,,10.5,Unrealistic Expectations,No,Yes,Reconciliation,Pending,17,NA,Yes,2,Low,Yes,Parents,No,No,32,37
466,Delhi,Delhi,TRUE,2015-04-03,2021-11-21,2023-04-09,8.0,Lack of Compatibility,No,No,Reconciliation,Settled,17,NA,Yes,1,Low,Yes,None,No,No,23,28
467,Hyderabad,Telangana,TRUE,2011-12-18,2021-06-09,,13.5,Infidelity,Yes,Yes,Reconciliation,Settled,21,NA,Yes,1,Low,No,Friends,Yes,No,30,30
468,Delhi,Delhi,TRUE,2015-04-13,2020-01-12,,10.2,Lack of Communication,No,Yes,Family Intervention,Ongoing,9,NA,No,2,Medium,Yes,Friends,No,No,28,31
469,Chennai,Tamil Nadu,TRUE,2016-04-05,2024-06-16,2024-12-15,8.7,Domestic Violence,No,No,Reconciliation,Settled,17,Mother,No,2,Low,Yes,Parents,No,No,28,29
470,Kolkata,West Bengal,TRUE,2019-12-03,,,5.6,Financial Stress,No,No,Family Intervention,Pending,6,NA,No,1,Low,Yes,None,No,No,28,33
471,Chennai,Tamil Nadu,TRUE,2016-05-06,,,9.2,Infidelity,Yes,Yes,Mediation,Pending,10,Mother,Yes,1,Medium,Yes,NGO,No,No,28,34
472,Ahmedabad,Gujarat,TRUE,2010-08-20,2017-09-11,2019-03-14,8.6,Financial Stress,No,No,Reconciliation,Ongoing,9,NA,Yes,0,High,No,Parents,No,No,23,29
473,Gurgaon,Haryana,TRUE,2019-05-31,2023-10-26,,6.1,Financial Stress,Yes,No,Mediation,Reconciled,20,NA,Yes,1,Low,Yes,Parents,No,No,26,31
474,Mumbai,Maharashtra,TRUE,2013-08-31,2019-06-03,2019-10-28,6.2,Domestic Violence,No,Yes,Counseling,Settled,21,Father,Yes,1,Medium,Yes,NGO,No,No,32,35
475,Noida,Uttar Pradesh,TRUE,2010-06-20,2013-06-16,2015-04-16,4.8,Domestic Violence,Yes,No,Counseling,Pending,18,NA,Yes,2,High,Yes,NGO,No,No,25,25
476,Ahmedabad,Gujarat,TRUE,2011-09-17,2017-10-09,2018-04-10,6.6,In-Laws Conflict,Yes,Yes,Reconciliation,Settled,7,NA,No,0,Low,No,NGO,No,No,23,29
477,Mumbai,Maharashtra,TRUE,2018-05-05,,,7.2,Domestic Violence,No,No,Counseling,Settled,16,NA,No,0,Low,Yes,None,No,No,25,28
478,Chennai,Tamil Nadu,TRUE,2015-04-07,2023-08-17,2025-12-18,10.7,Lack of Compatibility,No,Yes,Mediation,Ongoing,5,Father,Yes,2,Low,No,None,No,No,23,26
479,Pune,Maharashtra,TRUE,2018-04-01,2023-11-04,2023-03-11,4.9,Financial Stress,No,No,Counseling,Settled,14,NA,Yes,0,High,Yes,NGO,No,No,24,26
480,Ahmedabad,Gujarat,TRUE,2011-08-07,2021-06-29,2023-04-14,11.7,In-Laws Conflict,Yes,Yes,Divorce,Reconciled,15,Mother,No,2,High,Yes,Friends,No,No,31,36
481,Kolkata,West Bengal,TRUE,2014-11-06,2024-05-01,,10.7,Work-Life Imbalance,Yes,Yes,Reconciliation,Pending,19,NA,No,1,Low,Yes,None,No,No,26,27
482,Kolkata,West Bengal,TRUE,2015-02-05,2025-07-06,,10.4,Lack of Compatibility,Yes,Yes,Divorce,Settled,8,NA,Yes,0,Medium,No,None,No,No,30,32
483,Ahmedabad,Gujarat,TRUE,2015-12-05,2024-10-30,,9.6,Financial Stress,Yes,Yes,Family Intervention,Settled,17,NA,No,1,High,Yes,None,No,No,31,35
484,Bengaluru,Karnataka,TRUE,2015-04-17,2020-08-07,2020-10-26,5.5,In-Laws Conflict,No,No,Counseling,Ongoing,10,Joint,No,1,Medium,Yes,Parents,Yes,No,32,35
485,Mumbai,Maharashtra,TRUE,2014-12-19,2024-11-07,2024-03-22,9.3,Work-Life Imbalance,Yes,No,Reconciliation,Pending,14,Father,Yes,2,Low,Yes,NGO,Yes,No,23,29
486,Chennai,Tamil Nadu,TRUE,2014-01-05,2024-01-28,,11.5,Lack of Communication,Yes,No,Counseling,Pending,20,NA,Yes,1,Medium,No,Friends,No,No,24,27
487,Hyderabad,Telangana,TRUE,2017-12-30,2022-09-27,2024-05-13,6.4,Financial Stress,No,No,Reconciliation,Settled,14,Father,Yes,1,High,No,None,Yes,No,32,35
488,Ahmedabad,Gujarat,TRUE,2016-11-27,,,8.6,In-Laws Conflict,Yes,Yes,Divorce,Pending,14,NA,No,0,Medium,Yes,NGO,Yes,No,32,33
489,Noida,Uttar Pradesh,TRUE,2014-06-14,2021-03-30,2021-01-20,6.6,Lack of Compatibility,Yes,No,Reconciliation,Pending,10,Mother,Yes,2,Medium,No,Parents,Yes,No,29,33
490,Delhi,Delhi,TRUE,2019-01-17,2025-12-11,,6.5,Unrealistic Expectations,No,No,Divorce,Pending,16,NA,No,0,High,Yes,Parents,No,No,32,35
491,Noida,Uttar Pradesh,TRUE,2018-02-23,2023-10-09,2023-12-19,5.8,Work-Life Imbalance,Yes,No,Mediation,Ongoing,13,NA,Yes,1,High,No,Parents,No,No,30,36
492,Delhi,Delhi,TRUE,2012-06-06,2016-11-01,,13.1,Career Prioritization,No,No,Family Intervention,Pending,6,NA,No,2,Medium,Yes,Parents,No,No,28,33
493,Bengaluru,Karnataka,TRUE,2012-08-15,2016-02-23,,12.9,Infidelity,No,No,Reconciliation,Reconciled,20,NA,Yes,1,High,Yes,None,No,No,29,30
494,Gurgaon,Haryana,TRUE,2017-03-13,2024-08-17,2025-10-22,8.6,Work-Life Imbalance,Yes,Yes,Divorce,Reconciled,9,Father,Yes,1,High,No,NGO,Yes,No,27,33
495,Ahmedabad,Gujarat,TRUE,2014-03-24,2022-10-24,,11.3,Financial Stress,Yes,No,Counseling,Ongoing,5,NA,No,1,Low,Yes,NGO,No,No,32,33
496,Bengaluru,Karnataka,TRUE,2015-02-24,2020-09-21,2022-08-06,7.5,Unrealistic Expectations,Yes,Yes,Family Intervention,Pending,13,Joint,Yes,1,High,Yes,Parents,No,No,27,27
497,Chennai,Tamil Nadu,TRUE,2012-01-31,2015-09-27,2015-08-18,3.5,In-Laws Conflict,No,No,Reconciliation,Settled,10,NA,No,0,Low,Yes,Friends,No,No,24,28
498,Mumbai,Maharashtra,TRUE,2019-08-28,2025-01-22,,5.8,Unrealistic Expectations,Yes,No,Mediation,Ongoing,15,Father,No,1,Medium,Yes,None,No,Yes,24,29
499,Hyderabad,Telangana,TRUE,2011-06-03,2019-06-04,,14.1,Unrealistic Expectations,No,No,Reconciliation,Ongoing,22,NA,No,1,High,Yes,Parents,No,No,31,33
500,Gurgaon,Haryana,TRUE,2019-10-04,,,5.7,Lack of Communication,Yes,Yes,Family Intervention,Reconciled,9,Mother,No,1,High,Yes,Parents,No,No,24,25
501,Mumbai,Maharashtra,TRUE,2018-09-15,2022-11-28,2024-04-16,5.6,Work-Life Imbalance,No,No,Family Intervention,Reconciled,10,NA,No,1,High,No,Friends,Yes,Yes,27,33
502,Ahmedabad,Gujarat,TRUE,2018-01-13,,,7.5,Financial Stress,No,Yes,Family Intervention,Pending,9,NA,Yes,0,Medium,Yes,Friends,No,No,30,36
503,Kolkata,West Bengal,TRUE,2016-10-18,2023-08-13,,8.7,Career Prioritization,Yes,No,Counseling,Ongoing,7,NA,Yes,2,Medium,No,None,No,Yes,31,37
504,Chennai,Tamil Nadu,TRUE,2012-05-22,2019-10-23,2019-04-19,6.9,Lack of Compatibility,No,No,Reconciliation,Settled,16,Joint,Yes,1,Low,Yes,NGO,No,No,29,33
505,Noida,Uttar Pradesh,TRUE,2015-10-17,2023-06-22,2024-03-15,8.4,In-Laws Conflict,Yes,No,Reconciliation,Settled,14,NA,No,0,High,No,None,No,No,25,25
506,Delhi,Delhi,TRUE,2015-05-24,2022-04-10,2024-03-15,8.8,Financial Stress,Yes,No,Reconciliation,Reconciled,11,Father,No,2,Medium,Yes,Friends,No,No,25,26
507,Pune,Maharashtra,TRUE,2015-07-11,2024-10-13,,10.0,Unrealistic Expectations,Yes,Yes,Divorce,Settled,11,Joint,Yes,2,Low,No,None,No,No,26,32
508,Noida,Uttar Pradesh,TRUE,2016-05-16,2023-12-07,2024-06-03,8.1,Work-Life Imbalance,Yes,No,Mediation,Ongoing,9,NA,No,1,Low,Yes,NGO,No,No,23,25
509,Pune,Maharashtra,TRUE,2011-12-11,2019-08-03,,13.6,Work-Life Imbalance,Yes,Yes,Family Intervention,Reconciled,16,NA,No,0,Low,Yes,NGO,No,No,27,28
510,Chennai,Tamil Nadu,TRUE,2012-09-25,2015-04-20,2015-11-20,3.2,Infidelity,Yes,Yes,Mediation,Pending,6,Mother,No,2,High,Yes,Friends,Yes,No,31,37
511,Ahmedabad,Gujarat,TRUE,2016-06-23,2020-11-08,2022-10-28,6.4,In-Laws Conflict,Yes,No,Family Intervention,Reconciled,14,Father,Yes,1,High,Yes,NGO,No,No,23,28
512,Pune,Maharashtra,TRUE,2012-01-13,2020-11-14,,13.5,Lack of Communication,Yes,No,Divorce,Pending,17,NA,No,1,High,No,Parents,No,No,25,26
513,Kolkata,West Bengal,TRUE,2012-01-17,2022-02-03,2022-05-25,10.4,Financial Stress,Yes,No,Divorce,Ongoing,21,NA,Yes,0,Low,Yes,Parents,No,No,28,34
514,Pune,Maharashtra,TRUE,2016-04-10,2023-12-21,2023-09-19,7.4,Career Prioritization,Yes,No,Divorce,Reconciled,20,NA,No,1,High,Yes,Parents,No,No,27,27
515,Delhi,Delhi,TRUE,2019-04-21,,,6.2,Financial Stress,Yes,No,Mediation,Pending,12,Father,Yes,2,Medium,Yes,Friends,No,No,27,30
516,Gurgaon,Haryana,TRUE,2016-06-16,2020-04-17,2021-08-21,5.2,Financial Stress,No,No,Counseling,Pending,9,NA,Yes,1,High,Yes,Friends,No,No,25,27
517,Noida,Uttar Pradesh,TRUE,2019-06-16,2023-11-11,,6.0,Domestic Violence,Yes,No,Reconciliation,Pending,13,NA,No,0,Low,Yes,NGO,No,No,24,28
518,Pune,Maharashtra,TRUE,2016-10-23,2025-12-23,2025-08-25,8.8,Work-Life Imbalance,Yes,No,Reconciliation,Ongoing,22,Father,Yes,1,Low,Yes,NGO,No,No,25,28
519,Delhi,Delhi,TRUE,2011-12-13,2021-05-20,2023-08-05,11.7,In-Laws Conflict,Yes,No,Counseling,Pending,20,NA,No,0,High,Yes,None,No,No,32,36
520,Delhi,Delhi,TRUE,2018-01-19,2024-07-27,,7.5,Work-Life Imbalance,Yes,Yes,Mediation,Ongoing,7,Mother,Yes,1,Medium,Yes,NGO,No,No,24,30
521,Delhi,Delhi,TRUE,2013-12-11,2020-02-03,2022-07-24,8.6,Unrealistic Expectations,Yes,No,Family Intervention,Settled,21,Mother,No,1,Medium,Yes,Friends,No,No,30,30
522,Noida,Uttar Pradesh,TRUE,2010-12-28,2017-05-31,,14.5,Lack of Compatibility,Yes,No,Divorce,Reconciled,12,NA,Yes,0,High,No,Parents,No,No,31,33
523,Hyderabad,Telangana,TRUE,2013-11-01,2016-10-11,2018-02-09,4.3,Domestic Violence,Yes,Yes,Family Intervention,Pending,18,NA,No,0,High,Yes,Friends,Yes,No,23,24
524,Ahmedabad,Gujarat,TRUE,2013-09-16,2016-05-15,2016-01-20,2.3,Work-Life Imbalance,Yes,Yes,Reconciliation,Reconciled,20,NA,Yes,0,High,No,None,No,No,23,29
525,Ahmedabad,Gujarat,TRUE,2016-08-31,2024-11-20,2024-01-10,7.4,Lack of Communication,No,No,Divorce,Reconciled,12,NA,No,1,High,No,Friends,No,No,24,24
526,Delhi,Delhi,TRUE,2014-07-11,2021-04-08,2023-08-24,9.1,Unrealistic Expectations,Yes,Yes,Reconciliation,Reconciled,7,Joint,No,2,Low,Yes,Friends,No,No,25,30
527,Mumbai,Maharashtra,TRUE,2012-02-22,2017-05-25,,13.4,Infidelity,Yes,No,Mediation,Settled,11,NA,No,1,Medium,Yes,Parents,No,No,30,31
528,Hyderabad,Telangana,TRUE,2016-03-20,,,9.3,Lack of Communication,Yes,No,Divorce,Pending,22,NA,Yes,0,High,No,NGO,Yes,No,30,31
529,Noida,Uttar Pradesh,TRUE,2018-10-13,2022-01-04,2023-08-31,4.9,Work-Life Imbalance,Yes,Yes,Mediation,Pending,18,Mother,No,1,High,No,NGO,No,No,28,33
530,Noida,Uttar Pradesh,TRUE,2015-11-24,2023-02-01,,9.6,In-Laws Conflict,Yes,No,Mediation,Reconciled,21,NA,No,1,Medium,Yes,None,Yes,No,31,34
531,Chennai,Tamil Nadu,TRUE,2018-10-16,,,6.7,Domestic Violence,No,No,Reconciliation,Pending,12,Joint,No,1,Low,Yes,Parents,Yes,No,30,33
532,Hyderabad,Telangana,TRUE,2012-06-19,2019-01-09,2019-02-13,6.7,Lack of Compatibility,No,No,Counseling,Settled,8,NA,No,2,High,Yes,NGO,No,No,31,34
533,Mumbai,Maharashtra,TRUE,2013-05-19,2019-05-15,2020-07-15,7.2,Infidelity,Yes,Yes,Family Intervention,Settled,11,NA,No,0,Low,No,None,No,Yes,24,27
534,Mumbai,Maharashtra,TRUE,2014-10-05,2018-01-01,,10.7,Career Prioritization,Yes,No,Mediation,Settled,20,NA,Yes,1,Medium,Yes,Parents,Yes,No,28,29
535,Gurgaon,Haryana,TRUE,2011-07-01,2016-12-27,2018-07-05,7.0,Domestic Violence,Yes,No,Counseling,Pending,17,NA,No,1,Low,Yes,NGO,No,No,25,31
536,Chennai,Tamil Nadu,TRUE,2018-08-23,,,6.9,In-Laws Conflict,No,No,Counseling,Ongoing,15,NA,No,0,Medium,No,None,Yes,No,24,28
537,Ahmedabad,Gujarat,TRUE,2010-03-14,2014-11-30,2015-04-12,5.1,Unrealistic Expectations,Yes,No,Mediation,Settled,20,Father,Yes,2,Medium,No,Friends,No,No,29,33
538,Chennai,Tamil Nadu,TRUE,2019-06-22,,,6.0,In-Laws Conflict,Yes,No,Mediation,Reconciled,5,Joint,No,1,Medium,No,Friends,No,No,27,28
539,Kolkata,West Bengal,TRUE,2011-06-11,2016-06-04,2017-11-02,6.4,Work-Life Imbalance,Yes,No,Reconciliation,Settled,8,NA,Yes,0,Low,Yes,Friends,No,No,28,30
540,Delhi,Delhi,TRUE,2018-08-29,,,6.8,In-Laws Conflict,Yes,No,Mediation,Pending,18,NA,Yes,2,High,No,Friends,No,No,26,27
541,Gurgaon,Haryana,TRUE,2015-03-19,2021-06-21,2022-07-15,7.3,In-Laws Conflict,Yes,No,Family Intervention,Settled,12,NA,No,2,Medium,Yes,None,No,No,23,27
542,Gurgaon,Haryana,TRUE,2014-08-15,2018-11-20,2018-01-19,3.4,Lack of Communication,No,Yes,Counseling,Ongoing,21,Mother,No,2,High,Yes,Friends,No,No,26,31
543,Delhi,Delhi,TRUE,2017-09-14,2022-11-17,2024-03-22,6.5,Domestic Violence,Yes,No,Divorce,Settled,19,NA,No,0,Medium,No,Parents,No,No,24,27
544,Noida,Uttar Pradesh,TRUE,2012-01-27,2018-08-02,2018-09-27,6.7,In-Laws Conflict,Yes,No,Mediation,Reconciled,20,Joint,No,1,Low,No,None,No,No,30,35
545,Delhi,Delhi,TRUE,2018-04-18,2022-02-25,2022-09-05,4.4,Unrealistic Expectations,Yes,Yes,Mediation,Pending,12,Mother,Yes,2,Medium,Yes,NGO,No,No,28,33
546,Delhi,Delhi,TRUE,2017-04-14,2022-10-21,2023-07-18,6.3,Financial Stress,No,Yes,Mediation,Ongoing,17,Father,No,1,High,No,None,Yes,No,32,34
547,Noida,Uttar Pradesh,TRUE,2018-12-15,2021-12-10,2023-09-22,4.8,Unrealistic Expectations,No,No,Counseling,Settled,15,NA,No,1,High,Yes,Friends,No,No,24,24
548,Delhi,Delhi,TRUE,2014-06-02,2021-03-08,2021-07-23,7.1,Infidelity,Yes,Yes,Mediation,Reconciled,12,Father,Yes,1,High,No,NGO,No,No,31,34
549,Noida,Uttar Pradesh,TRUE,2019-06-02,,,6.1,In-Laws Conflict,No,Yes,Mediation,Settled,22,NA,No,1,Low,Yes,NGO,Yes,No,30,30
550,Mumbai,Maharashtra,TRUE,2014-03-11,2023-06-01,,11.3,Infidelity,Yes,No,Mediation,Pending,19,NA,No,2,High,Yes,Friends,No,No,32,32
551,Ahmedabad,Gujarat,TRUE,2014-04-21,2017-02-05,2017-06-29,3.2,Lack of Communication,Yes,No,Reconciliation,Reconciled,6,Father,Yes,2,High,Yes,Friends,No,No,26,31
552,Pune,Maharashtra,TRUE,2018-11-28,,,6.6,Infidelity,Yes,No,Mediation,Pending,15,Mother,Yes,2,Medium,Yes,Parents,No,No,24,28
553,Noida,Uttar Pradesh,TRUE,2016-07-08,2023-05-04,2025-03-10,8.7,Infidelity,Yes,No,Mediation,Pending,15,NA,No,0,Low,Yes,Parents,No,No,24,29
554,Pune,Maharashtra,TRUE,2014-10-31,2023-07-13,2024-11-16,10.1,Career Prioritization,No,No,Mediation,Settled,22,NA,Yes,0,Low,Yes,None,No,No,25,28
555,Mumbai,Maharashtra,TRUE,2016-02-20,2020-05-18,2021-01-20,4.9,In-Laws Conflict,Yes,No,Reconciliation,Reconciled,15,Father,Yes,1,Low,Yes,None,No,No,29,29
556,Noida,Uttar Pradesh,TRUE,2014-09-07,2020-02-12,,10.8,Lack of Compatibility,Yes,No,Counseling,Reconciled,18,NA,No,1,Medium,Yes,None,No,No,27,31
557,Mumbai,Maharashtra,TRUE,2015-02-14,2019-11-17,2021-09-07,6.6,In-Laws Conflict,Yes,No,Family Intervention,Reconciled,12,NA,No,0,Low,Yes,None,No,No,29,31
558,Hyderabad,Telangana,TRUE,2014-08-25,2024-11-20,2025-07-22,10.9,Infidelity,No,Yes,Mediation,Reconciled,20,Father,Yes,1,Low,Yes,NGO,No,No,26,31
559,Noida,Uttar Pradesh,TRUE,2012-10-09,2017-08-30,2019-11-24,7.1,Infidelity,Yes,No,Mediation,Settled,9,Joint,Yes,1,Medium,Yes,Friends,Yes,No,25,30
560,Pune,Maharashtra,TRUE,2014-09-26,2018-05-16,2020-08-23,5.9,Domestic Violence,Yes,Yes,Divorce,Reconciled,22,Father,Yes,1,Medium,Yes,NGO,No,No,29,32
561,Chennai,Tamil Nadu,TRUE,2018-11-06,2021-08-28,2022-07-14,3.7,Work-Life Imbalance,Yes,No,Divorce,Reconciled,14,Joint,No,1,High,Yes,NGO,No,Yes,25,28
562,Pune,Maharashtra,TRUE,2017-11-25,,,7.6,Financial Stress,Yes,No,Family Intervention,Ongoing,20,NA,No,1,Medium,Yes,None,No,No,32,37
563,Chennai,Tamil Nadu,TRUE,2019-11-19,2023-03-18,2024-12-12,5.1,Infidelity,Yes,Yes,Family Intervention,Pending,15,NA,No,0,High,Yes,NGO,No,No,32,35
564,Delhi,Delhi,TRUE,2014-03-28,2017-03-02,2019-05-20,5.1,Lack of Communication,No,No,Counseling,Ongoing,5,NA,No,0,High,Yes,Parents,No,No,27,28
565,Hyderabad,Telangana,TRUE,2014-07-07,2019-04-24,2019-07-04,5.0,Lack of Compatibility,No,Yes,Counseling,Reconciled,14,Father,No,1,Medium,Yes,Parents,No,No,29,33
566,Chennai,Tamil Nadu,TRUE,2010-01-16,2017-09-22,,15.5,Work-Life Imbalance,Yes,No,Mediation,Ongoing,13,NA,No,0,Low,Yes,Friends,No,No,31,35
567,Delhi,Delhi,TRUE,2017-10-10,,,7.7,Domestic Violence,No,No,Family Intervention,Pending,16,Mother,Yes,1,High,Yes,None,Yes,No,31,37
568,Ahmedabad,Gujarat,TRUE,2013-07-21,2018-05-23,,12.0,Lack of Communication,No,No,Counseling,Pending,17,NA,No,2,Low,Yes,Parents,No,No,32,35
569,Chennai,Tamil Nadu,TRUE,2018-12-24,2024-01-23,2025-06-13,6.5,Infidelity,No,Yes,Counseling,Reconciled,17,Mother,No,1,Medium,No,Parents,No,No,27,28
570,Pune,Maharashtra,TRUE,2016-05-13,2021-12-10,,9.1,Lack of Compatibility,Yes,No,Reconciliation,Settled,10,NA,Yes,1,Low,Yes,Friends,No,No,24,24
571,Mumbai,Maharashtra,TRUE,2010-08-26,2015-12-30,2017-06-27,6.8,Domestic Violence,Yes,No,Mediation,Pending,10,NA,No,2,High,Yes,None,No,No,30,34
572,Noida,Uttar Pradesh,TRUE,2017-07-04,2023-04-11,,8.0,Domestic Violence,Yes,Yes,Mediation,Settled,16,NA,Yes,0,High,Yes,Parents,No,No,31,34
573,Ahmedabad,Gujarat,TRUE,2015-03-07,2022-06-11,2023-07-30,8.4,Career Prioritization,Yes,No,Reconciliation,Pending,20,NA,No,0,Medium,Yes,None,No,No,25,30
574,Pune,Maharashtra,TRUE,2014-01-08,2022-06-10,,11.5,Infidelity,No,No,Reconciliation,Ongoing,7,NA,No,2,Low,No,Parents,No,No,24,26
575,Hyderabad,Telangana,TRUE,2010-09-04,2014-04-25,,14.8,Work-Life Imbalance,Yes,Yes,Divorce,Settled,19,NA,No,1,Medium,Yes,None,Yes,No,31,33
576,Kolkata,West Bengal,TRUE,2019-06-03,,,6.1,Career Prioritization,No,Yes,Mediation,Settled,10,Joint,No,1,High,Yes,NGO,Yes,No,32,33
577,Bengaluru,Karnataka,TRUE,2018-09-17,2025-03-09,,6.8,Domestic Violence,No,Yes,Reconciliation,Reconciled,18,Joint,No,1,High,No,Friends,No,No,24,25
578,Kolkata,West Bengal,TRUE,2018-05-15,2025-06-16,,7.1,Lack of Communication,Yes,Yes,Counseling,Ongoing,9,NA,Yes,0,High,Yes,NGO,No,No,23,29
579,Pune,Maharashtra,TRUE,2010-09-14,2020-11-25,,14.8,Infidelity,No,No,Reconciliation,Pending,14,NA,No,0,High,Yes,Friends,No,No,27,29
580,Gurgaon,Haryana,TRUE,2018-11-24,2022-10-19,2024-11-10,6.0,Work-Life Imbalance,Yes,Yes,Family Intervention,Reconciled,8,Father,No,1,Medium,Yes,None,No,No,31,36
581,Pune,Maharashtra,TRUE,2011-10-02,2014-01-29,2014-09-12,2.9,Domestic Violence,Yes,Yes,Divorce,Settled,12,Mother,Yes,2,Medium,Yes,NGO,No,No,24,28
582,Bengaluru,Karnataka,TRUE,2019-07-06,,,6.0,In-Laws Conflict,No,No,Mediation,Settled,13,NA,No,0,High,No,Parents,No,Yes,27,27
583,Bengaluru,Karnataka,TRUE,2016-11-04,,,8.7,Unrealistic Expectations,Yes,No,Family Intervention,Ongoing,12,NA,No,2,High,Yes,Parents,No,No,23,27
584,Gurgaon,Haryana,TRUE,2013-06-07,2019-02-17,2021-05-13,7.9,Work-Life Imbalance,No,No,Counseling,Pending,5,Joint,Yes,1,Medium,Yes,None,No,No,32,33
585,Delhi,Delhi,TRUE,2016-09-01,2025-08-27,,8.8,Work-Life Imbalance,Yes,Yes,Mediation,Settled,21,NA,Yes,1,Medium,Yes,Friends,No,No,29,33
586,Bengaluru,Karnataka,TRUE,2010-02-21,2018-03-11,,15.4,Infidelity,Yes,No,Counseling,Ongoing,13,NA,Yes,1,Low,Yes,NGO,No,No,31,36
587,Pune,Maharashtra,TRUE,2017-09-28,2021-07-28,,7.8,Lack of Communication,Yes,No,Divorce,Reconciled,19,NA,No,1,High,No,None,No,No,23,24
588,Pune,Maharashtra,TRUE,2017-01-10,2023-09-17,,8.5,Work-Life Imbalance,Yes,No,Mediation,Pending,9,NA,Yes,2,High,Yes,None,Yes,No,24,28
589,Delhi,Delhi,TRUE,2018-06-03,,,7.1,Infidelity,Yes,No,Counseling,Pending,7,NA,No,1,High,Yes,None,No,No,27,29
590,Kolkata,West Bengal,TRUE,2016-01-11,2024-02-10,,9.5,Unrealistic Expectations,Yes,Yes,Counseling,Reconciled,12,Mother,Yes,2,High,Yes,NGO,No,No,23,26
591,Kolkata,West Bengal,TRUE,2011-03-15,2017-05-04,2019-01-23,7.9,Lack of Communication,No,No,Reconciliation,Pending,11,Joint,No,2,Medium,Yes,None,No,No,24,24
592,Noida,Uttar Pradesh,TRUE,2015-10-23,2022-09-18,,9.7,Work-Life Imbalance,Yes,No,Mediation,Reconciled,20,NA,Yes,1,High,Yes,NGO,No,No,29,33
593,Delhi,Delhi,TRUE,2011-03-29,2016-12-02,2016-12-24,5.7,Lack of Compatibility,Yes,No,Mediation,Settled,21,NA,Yes,0,Medium,Yes,Friends,No,No,31,33
594,Gurgaon,Haryana,TRUE,2018-12-16,2024-09-15,,6.5,Lack of Communication,Yes,No,Reconciliation,Pending,11,NA,No,0,High,No,Parents,Yes,No,28,30
595,Noida,Uttar Pradesh,TRUE,2015-07-15,2020-12-15,2022-10-11,7.2,Unrealistic Expectations,No,Yes,Mediation,Pending,13,NA,No,0,Medium,Yes,Parents,No,No,27,28
596,Noida,Uttar Pradesh,TRUE,2014-08-02,2023-10-18,,10.9,In-Laws Conflict,Yes,Yes,Divorce,Reconciled,9,NA,No,0,High,Yes,Friends,No,No,25,25
597,Chennai,Tamil Nadu,TRUE,2017-02-06,2025-01-20,,8.4,Infidelity,Yes,No,Counseling,Ongoing,22,Joint,Yes,1,Low,Yes,Friends,Yes,No,30,36
598,Pune,Maharashtra,TRUE,2017-06-30,,,8.0,Lack of Compatibility,No,No,Divorce,Settled,20,Father,Yes,1,Medium,Yes,Parents,No,No,23,23
599,Kolkata,West Bengal,TRUE,2014-07-12,2017-06-20,2018-06-12,3.9,Lack of Compatibility,Yes,Yes,Divorce,Pending,8,Father,Yes,1,Medium,Yes,Parents,No,No,23,24
600,Pune,Maharashtra,TRUE,2011-06-30,2021-04-24,,14.0,Domestic Violence,No,No,Mediation,Pending,21,NA,Yes,1,High,Yes,Parents,No,No,29,30
601,Bengaluru,Karnataka,TRUE,2014-08-06,2024-03-03,,10.9,Unrealistic Expectations,Yes,No,Reconciliation,Settled,8,NA,No,1,Medium,Yes,Parents,Yes,No,30,31
602,Ahmedabad,Gujarat,TRUE,2017-09-16,2022-10-16,2022-12-13,5.2,Infidelity,Yes,Yes,Reconciliation,Reconciled,21,Joint,No,1,High,No,None,Yes,No,23,25
603,Delhi,Delhi,TRUE,2017-10-21,2025-11-03,,7.7,Career Prioritization,Yes,No,Mediation,Pending,11,NA,No,2,Medium,Yes,None,No,No,27,31
604,Mumbai,Maharashtra,TRUE,2012-04-03,2015-05-05,2016-05-19,4.1,Work-Life Imbalance,No,No,Mediation,Ongoing,8,Mother,No,1,High,No,None,No,No,27,28
605,Gurgaon,Haryana,TRUE,2014-07-02,2021-08-18,2022-01-29,7.6,Unrealistic Expectations,Yes,No,Mediation,Pending,9,NA,Yes,0,High,Yes,Friends,No,No,23,29
606,Gurgaon,Haryana,TRUE,2011-05-29,2016-11-25,,14.1,Domestic Violence,No,No,Reconciliation,Settled,18,NA,Yes,1,High,Yes,Parents,No,No,27,28
607,Pune,Maharashtra,TRUE,2013-07-12,2019-12-24,2019-03-29,5.7,Infidelity,No,Yes,Reconciliation,Ongoing,15,NA,Yes,0,Low,Yes,None,Yes,Yes,28,34
